🇨🇳央蓝｜卫蓝,#genre#
SKY体育台,http://45.137.97.251:2566/apiW999.php?id=196&token=297236feba4f059e0c60bb92972fe1e5
民视HD,http://45.137.97.251:2566/apiW999.php?id=36&token=297236feba4f059e0c60bb92972fe1e5
中视HD,http://45.137.97.251:2566/apiW999.php?id=35&token=297236feba4f059e0c60bb92972fe1e5
华视HD,http://45.137.97.251:2566/apiW999.php?id=38&token=297236feba4f059e0c60bb92972fe1e5
公视HD,http://45.137.97.251:2566/apiW999.php?id=39&token=297236feba4f059e0c60bb92972fe1e5
公视3HD,http://45.137.97.251:2566/apiW999.php?id=199&token=297236feba4f059e0c60bb92972fe1e5
三立综合台,http://45.137.97.251:2566/apiW999.php?id=46&token=297236feba4f059e0c60bb92972fe1e5
三立台湾台,http://45.137.97.251:2566/apiW999.php?id=44&token=297236feba4f059e0c60bb92972fe1e5
三立戏剧台,http://45.137.97.251:2566/apiW999.php?id=47&token=297236feba4f059e0c60bb92972fe1e5

凤凰中文[1920x1080],http://[2409:8087:2001:20:2800:0:df6e:eb27]:80/wh7f454c46tw3352677969_1732462333/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
凤凰中文[1920x1080],http://[2409:8087:2001:20:2800:0:df6e:eb27]/wh7f454c46tw3352677969_1732462333/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
凤凰中文[1920x1080],http://[2409:8087:2001:20:2800:0:df6e:eb25]:80/wh7f454c46tw2443888236_158039228/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8?icpid=3&RTS=1674369674&from=40&popid=40&hms_devid=2292&prioritypopid=40&vqe=3
凤凰中文[1920x1080],http://[2409:8087:2001:20:2800:0:df6e:eb27]/wh7f454c46tw3352677969_1732462333/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8?icpid=3&RTS=1668336154&from=40&popid=40&hms_devid=2293&prioritypopid=40&vqe=3
凤凰中文[1920x1080],http://112.102.214.193:65530/live/fhzw/index.m3u8
凤凰资讯[1920x1080],http://[2409:8087:2001:20:2800:0:df6e:eb24]/wh7f454c46tw3553140416_-2021535160/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
凤凰资讯[1920x1080],http://[2409:8087:2001:20:2800:0:df6e:eb24]:80/wh7f454c46tw3553140416_-2021535160/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
凤凰资讯[1920x1080],http://[2409:8087:2001:20:2800:0:df6e:eb27]:80/wh7f454c46tw1890984412_1778241929/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8?icpid=3&RTS=1674373416&from=40&popid=40&hms_devid=2293&prioritypopid=40&vqe=3
三立都会[1920x1080],https://sanlihalive1-a.akamaihd.net/4c3bb0ccad574d0e9b507c2dcd2dfabc/ap-northeast-1/4338955585001/profile_0/chunklist.m3u8?hdnea=st=1664678487~exp=9007200919419478~acl=/4c3bb0ccad574d0e9b507c2dcd2dfabc/*/profile_0/chunklist.m3u8*~hmac=1a3986bd8fb660eacbcc9954c67fb674fa810779ddc2fab5fa77188868ca3686
台视[1280x720],http://162.19.247.76:22222/live/taishi/index.m3u8
无线新闻[1280x720],http://line.gofast-tv.me:80/play/live.php?mac=00:1A:79:6F:5A:5D&stream=153399&extension=ts&play_token=mad8wXPonE
香港8K[7680x4320],http://[2409:8087:2001:20:2800:0:df6e:eb04]/wh7f454c46tW1782571424_-1576923679/ott.mobaibox.com/PLTV/3/224/3221228132/index.m3u8
香港卫视文旅[854x480],https://myun-hw-s3.myun.tv/melj80jz/lxx27bol/1551285536499984128.m3u8
新加坡[1280x720],https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
新加坡[1920x1080],http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
新加坡[1920x1080],https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index.m3u8
星空卫视[785x576],http://218.202.220.2:5000/nn_live.ts?id=STARTV
亚洲经典,http://goldfm.cn:8000/goldfm
亚洲新闻[1920x1080],https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
亚洲新闻[1280x720],http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
中视[1280x720],http://162.19.247.76:22222/live/zhongshi/index.m3u8
华视[1280x720],http://162.19.247.76:22222/live/huashi/index.m3u8
中天娱乐[1280x720],http://162.19.247.76:22222/live/ztyl/index.m3u8
环球电视台[1920x1080],http://zb.xzxwhcb.com:9999/hls/world.m3u8
人間衛視[1280x720],https://epg.pw/stream/cab9660f86973293a2803a15f5967d07b0981cf7b2ea801d7b11070100b318f9.ctv
人间卫视[1280x720],https://epg.pw/stream/c843b988ac87546902dabf26d4d392d7634457129be943bc962b6940738e4133.m3u8
東森戲劇[1280x720],https://epg.pw/stream/d022283dd82f8a32737a6a8400d8e0e2f4d38e672492bb7966c25ac4950b25a3.m3u8
東森電影[1280x720],https://epg.pw/stream/382dca1621c0aecc0f0ef19a4ef53b453d932600fc491d9f56657e576996d995.m3u8

凤凰资讯,http://push-rtmp-f5-spe.ixigua.com/live/1986001.flv
镜新闻,http://push-rtmp-f5-spe.ixigua.com/live/1986002.flv
tvbs,http://push-rtmp-f5-spe.ixigua.com/live/1986003.flv
tvbs新闻,http://push-rtmp-f5-spe.ixigua.com/live/1986004.flv
台视,http://push-rtmp-f5-spe.ixigua.com/live/1986005.flv
中视,http://push-rtmp-f5-spe.ixigua.com/live/1986006.flv
民视,http://push-rtmp-f5-spe.ixigua.com/live/1986007.flv
东森live,http://push-rtmp-f5-spe.ixigua.com/live/1986008.flv
东森新闻,http://push-rtmp-f5-spe.ixigua.com/live/1986009.flv
中天新闻,http://push-rtmp-f5-spe.ixigua.com/live/1986010.flv
寰宇新闻,http://push-rtmp-f5-spe.ixigua.com/live/1986011.flv
三立新闻,http://push-rtmp-f5-spe.ixigua.com/live/1986012.flv
民视1,http://push-rtmp-f5-spe.ixigua.com/live/1986013.flv
民视第一,http://push-rtmp-f5-spe.ixigua.com/live/1986014.flv
民视台湾,http://push-rtmp-f5-spe.ixigua.com/live/1986015.flv
民视综艺,http://push-rtmp-f5-spe.ixigua.com/live/1986016.flv
民视旅游,http://push-rtmp-f5-spe.ixigua.com/live/1986017.flv
民视影剧,http://push-rtmp-f5-spe.ixigua.com/live/1986018.flv

TVB翡翠台,http://45.137.97.251:2566/apiW999.php?id=2&token=297236feba4f059e0c60bb92972fe1e5
TVB明珠台,http://45.137.97.251:2566/apiW999.php?id=3&token=297236feba4f059e0c60bb92972fe1e5
TVB J2,http://45.137.97.251:2566/apiW999.php?id=5&token=297236feba4f059e0c60bb92972fe1e5
TVB星河台,http://45.137.97.251:2566/apiW999.php?id=4&token=297236feba4f059e0c60bb92972fe1e5
TVB粤语片,http://45.137.97.251:2566/apiW999.php?id=6&token=297236feba4f059e0c60bb92972fe1e5
TVB经典剧,http://45.137.97.251:2566/apiW999.php?id=7&token=297236feba4f059e0c60bb92972fe1e5
TVB亚洲剧,http://45.137.97.251:2566/apiW999.php?id=8&token=297236feba4f059e0c60bb92972fe1e5
TVB华剧台,http://45.137.97.251:2566/apiW999.php?id=24&token=297236feba4f059e0c60bb92972fe1e5
港版美亚电影,http://45.137.97.251:2566/apiW999.php?id=9&token=297236feba4f059e0c60bb92972fe1e5
TVB娱乐新闻,http://45.137.97.251:2566/apiW999.php?id=10&token=297236feba4f059e0c60bb92972fe1e5
TVB黄金翡翠,http://45.137.97.251:2566/apiW999.php?id=11&token=297236feba4f059e0c60bb92972fe1e5
TVB千禧经典,http://45.137.97.251:2566/apiW999.php?id=198&token=297236feba4f059e0c60bb92972fe1e5
TVB功夫台,http://45.137.97.251:2566/apiW999.php?id=12&token=297236feba4f059e0c60bb92972fe1e5
无线新闻台,http://45.137.97.251:2566/apiW999.php?id=13&token=297236feba4f059e0c60bb92972fe1e5
无线财经台,http://45.137.97.251:2566/apiW999.php?id=14&token=297236feba4f059e0c60bb92972fe1e5
港台RHK31,http://45.137.97.251:2566/apiW999.php?id=29&token=297236feba4f059e0c60bb92972fe1e5
港台RHK32,http://45.137.97.251:2566/apiW999.php?id=30&token=297236feba4f059e0c60bb92972fe1e5
HOY TV,http://45.137.97.251:2566/apiW999.php?id=1&token=297236feba4f059e0c60bb92972fe1e5
HOY资讯台,http://45.137.97.251:2566/apiW999.php?id=15&token=297236feba4f059e0c60bb92972fe1e5
国际财经台,http://45.137.97.251:2566/apiW999.php?id=16&token=297236feba4f059e0c60bb92972fe1e5
澳门莲花台,http://45.137.97.251:2566/apiW999.php?id=17&token=297236feba4f059e0c60bb92972fe1e5
18 跑马台,http://45.137.97.251:2566/apiW999.php?id=18&token=297236feba4f059e0c60bb92972fe1e5
ViU TV,http://45.137.97.251:2566/apiW999.php?id=193&token=297236feba4f059e0c60bb92972fe1e5
VIU TV,http://45.137.97.251:2566/apiW999.php?id=19&token=297236feba4f059e0c60bb92972fe1e5
VIU6TV,http://45.137.97.251:2566/apiW999.php?id=20&token=297236feba4f059e0c60bb92972fe1e5
Now新闻台,http://45.137.97.251:2566/apiW999.php?id=21&token=297236feba4f059e0c60bb92972fe1e5
Now财经台,http://45.137.97.251:2566/apiW999.php?id=23&token=297236feba4f059e0c60bb92972fe1e5
Now英超台,http://45.137.97.251:2566/apiW999.php?id=22&token=297236feba4f059e0c60bb92972fe1e5
NowSPORTS7,http://45.137.97.251:2566/apiW999.php?id=197&token=297236feba4f059e0c60bb92972fe1e5
Now星影台,http://45.137.97.251:2566/apiW999.php?id=186&token=297236feba4f059e0c60bb92972fe1e5
Now爆谷台,http://45.137.97.251:2566/apiW999.php?id=187&token=297236feba4f059e0c60bb92972fe1e5
Hands UP,http://45.137.97.251:2566/apiW999.php?id=25&token=297236feba4f059e0c60bb92972fe1e5
SKY体育台,http://45.137.97.251:2566/apiW999.php?id=196&token=297236feba4f059e0c60bb92972fe1e5
民视HD,http://45.137.97.251:2566/apiW999.php?id=36&token=297236feba4f059e0c60bb92972fe1e5
中视HD,http://45.137.97.251:2566/apiW999.php?id=35&token=297236feba4f059e0c60bb92972fe1e5
华视HD,http://45.137.97.251:2566/apiW999.php?id=38&token=297236feba4f059e0c60bb92972fe1e5
公视HD,http://45.137.97.251:2566/apiW999.php?id=39&token=297236feba4f059e0c60bb92972fe1e5
公视3HD,http://45.137.97.251:2566/apiW999.php?id=199&token=297236feba4f059e0c60bb92972fe1e5
三立综合台,http://45.137.97.251:2566/apiW999.php?id=46&token=297236feba4f059e0c60bb92972fe1e5
三立台湾台,http://45.137.97.251:2566/apiW999.php?id=44&token=297236feba4f059e0c60bb92972fe1e5
三立戏剧台,http://45.137.97.251:2566/apiW999.php?id=47&token=297236feba4f059e0c60bb92972fe1e5


⚽体育,#genre#
五星体育,http://222.71.90.218:8888/newlive/live/hls/56/live.m3u8
山东体育,http://119.164.216.162:9901/tsfile/live/1002_1.m3u8
辽宁体育,http://42.176.185.28:9901/tsfile/live/1007_1.m3u8
广东体育,http://157.122.177.10:9901/tsfile/live/1001_1.m3u8

松视,#genre#
国外直播源解析地址需要梯子，订阅，如有需要可联系本人https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg5fTW4gUoypKv_AQ.mp4
卫星机房专用30,http://194.116.150.47:1935/vxtv/live_720p/chunklist_w1156491225.m3u8
卫星机房专用36,http://59ec5453559f0.streamlock.net:1935/JennyLive/JennyLive/playlist.m3u8
卫星机房专用38,http://static.brazzers.com/scenes/7029/180sec.flv
迈阿密电,http://59ec5453559f0.streamlock.net:1935/JennyLive/JennyLive/playlist.m3u8
迈阿密电,http://59ec5453559f0.streamlock.net:1935/jennyforyou/jennyforyou/playlist.m3u8
彩虹e台,mitv://generationnexxxt.com:19806/3f5f22df9a324f759e43967b0d3ffe65
彩虹e台,mitv://135.148.104.228:19806/3f5f22df9a324f759e43967b0d3ffe65
彩虹电影台,mitv://generationnexxxt.com:19806/65b9f44984e749a8b14455a173779644
彩虹电影台,mitv://135.148.104.228:19806/65b9f44984e749a8b14455a173779644
LOOK TV,mitv://generationnexxxt.com:19806/c8aab8c8683c4f35aba0e745535afd41
LOOK TV,mitv://135.148.104.228:19806/c8aab8c8683c4f35aba0e745535afd41
潘朵啦玩美台,mitv://generationnexxxt.com:19806/3f91635cf956419490d1905f7d5c6790
潘朵拉玩美台,mitv://135.148.104.228:19806/3f91635cf956419490d1905f7d5c6790
惊艳成人台,mitv://generationnexxxt.com:19806/9eaea463d2f54b5d92fb34948ad0b72d
惊艳成人台,mitv://135.148.104.228:19806/9eaea463d2f54b5d92fb34948ad0b72d
松视1台,mitv://generationnexxxt.com:19806/878c994ac52a4c50a71914f559b0ddc6
松视1台,mitv://135.148.104.228:19806/878c994ac52a4c50a71914f559b0ddc6
松视2台,mitv://generationnexxxt.com:19806/3bd5b1fec1134ecc856c965a5c0e6ff9
松视2台,mitv://135.148.104.228:19806/3bd5b1fec1134ecc856c965a5c0e6ff9
PLAYBOY,mitv://generationnexxxt.com:19806/47f99c6bdb9449a594cc0621f8980f3c
PLAYBOY,mitv://135.148.104.228:19806/47f99c6bdb9449a594cc0621f8980f3c
香蕉台,mitv://generationnexxxt.com:19806/cb6c40d4aea546a7b518377e7aee5fb0
香蕉台,mitv://135.148.104.228:19806/cb6c40d4aea546a7b518377e7aee5fb0
松视3台,mitv://generationnexxxt.com:19806/0045293e14224851a3e930cf0b8a07f8
松视3台,mitv://135.148.104.228:19806/0045293e14224851a3e930cf0b8a07f8
JStar极限台,mitv://generationnexxxt.com:19806/a55acb84487242d882b0b53dd110b845
JStar极限台,mitv://135.148.104.228:19806/a55acb84487242d882b0b53dd110b845
HAPPY,mitv://generationnexxxt.com:19806/7b02a03ce3094b4e84f883565805f3a4
HAPPY,mitv://135.148.104.228:19806/7b02a03ce3094b4e84f883565805f3a4
K,mitv://generationnexxxt.com:19806/1aec46d506634015a1276c5e4d846976
K,mitv://135.148.104.228:19806/1aec46d506634015a1276c5e4d846976
松视1欧美版,http://live.redtraffic.xyz:80/interracial.m3u8
松视2欧美版,http://live.redtraffic.xyz:80/bigtits.m3u8
俄罗斯成人1台,http://live.redtraffic.xyz/pornstar.m3u8?fluxuslust.m3u8
俄罗斯成人1台,http://live.redtraffic.xyz/latina.m3u8?fluxuslust.m3u8
俄罗斯成人2台,http://live.redtraffic.xyz/fetish.m3u8?fluxuslust.m3u8
俄罗斯成人3台,http://live.redtraffic.xyz/milf.m3u8?fluxuslust.m3u8
俄罗斯成人4台,http://live.redtraffic.xyz/lesbian.m3u8?fluxuslust.m3u8
俄罗斯成人4台,http://cdn.adultiptv.net/lesbian.m3u8
惊艳台欧美版,http://live.redtraffic.xyz:80/cuckold.m3u8
粉红台欧美版,http://live.redtraffic.xyz:80/teen.m3u8
潘朵拉欧美版,http://live.redtraffic.xyz:80/pornstar.m3u8
香蕉台欧美版,http://live.redtraffic.xyz:80/milf.m3u8


传媒,#genre#
04年极品白丝嫩足,https://t21.cdn2020.com/video/m3u8/2023/02/01/18ac5bce/index.m3u8
18岁小嫩妹辍学做外围-田伯光,https://t21.cdn2020.com/video/m3u8/2023/04/13/d7cb73d8/index.m3u8
18岁学妹背着男友偷情-唐伯虎,https://t21.cdn2020.com/video/m3u8/2023/03/07/7a58b113/index.m3u8
