MV歌曲,#genre#
CCTV9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8?
CCTV9,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV9,http://1.195.111.251:11190/tsfile/live/0009_1.m3u8
CCTV10,http://222.71.90.218:8888/newlive/live/hls/11/live.m3u8
CCTV10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?
CCTV11,http://39.134.115.163:8080/PLTV-/88888910/224/3221225628/index.m3u8
CCTV11,,http://125.39.177.227/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2000204103.m3u8
CCTV12,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240252_1/playlist.m3u8?CONTENTID=00000110240252_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV12,http://117.169.124.149:8080/live/HD-8000k-1080P-CCTV12/index.m3u8
CCTV13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8?
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_CCTV13.m3u8
CCTV13,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV13,http://223.95.111.98:5555/newlive/live/hls/13/live.m3u8
CCTV13,http://cctvwbndali.v.myalicdn.com/cctvwbnd/CCTV13_2/index.m3u8
CCTV14,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8?
CCTV15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8?
CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?
CCTV16,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV16,http://111.20.40.160/PLTV/88888893/224/3221226921/index.m3u8
CCTV17,http://59.51.68.40:1936/live/cctv7/playlist.m3u8
CCTV1, http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000131/index.m3u8?IAS
CCTV1, http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000131/index.m3u8?IAS
CCTV1, http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000296/index.m3u8?IAS
CCTV1, http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000131/index.m3u8?IAS
CCTV1, http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000296/index.m3u8?IAS
CCTV1, http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000296/index.m3u8?IAS
CCTV1, http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000296/index.m3u8?IAS
CCTV1, http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000131/index.m3u8?IAS
CCTV2, http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000297/index.m3u8?IAS
CCTV2, http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000372/index.m3u8?IAS
CCTV2, http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000297/index.m3u8?IAS
CCTV2, http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000297/index.m3u8?IAS
CCTV2, http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000297/index.m3u8?IAS
CCTV2, http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000372/index.m3u8?IAS
CCTV2, http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000372/index.m3u8?IAS
CCTV2, http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000372/index.m3u8?IAS
CCTV3, http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000088/index.m3u8?IAS
CCTV3, http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000082/index.m3u8?IAS
CCTV3, http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000088/index.m3u8?IAS
CCTV3, http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000082/index.m3u8?IAS
CCTV3, http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000088/index.m3u8?IAS
CCTV3, http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000082/index.m3u8?IAS
CCTV4, http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000485/index.m3u8?IAS
CCTV4, http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000298/index.m3u8?IAS
CCTV4, http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000485/index.m3u8?IAS
CCTV4, http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000485/index.m3u8?IAS
CCTV4, http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000298/index.m3u8?IAS
CCTV4, http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000485/index.m3u8?IAS
CCTV4, http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000298/index.m3u8?IAS
CCTV4, http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000298/index.m3u8?IAS
CCTV5, http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000461/index.m3u8?IAS
CCTV5, http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000083/index.m3u8?IAS
CCTV5, http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000461/index.m3u8?IAS
CCTV5, http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000083/index.m3u8?IAS
CCTV5, http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000461/index.m3u8?IAS
CCTV5, http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000083/index.m3u8?IAS
CCTV5+, http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000132/index.m3u8?IAS
CCTV5+, http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000132/index.m3u8?IAS
CCTV5+, http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000461/index.m3u8?IAS
CCTV5+, http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000132/index.m3u8?IAS
CCTV5+, http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000132/index.m3u8?IAS
CCTV5+, http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000083/index.m3u8?IAS
CCTV7, http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000299/index.m3u8?IAS
CCTV7, http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000380/index.m3u8?IAS
CCTV7, http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000299/index.m3u8?IAS
CCTV7, http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000380/index.m3u8?IAS
CCTV7, http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000299/index.m3u8?IAS
CCTV7, http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000299/index.m3u8?IAS
CCTV7, http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000380/index.m3u8?IAS
CCTV7, http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000380/index.m3u8?IAS
CCTV9, http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000373/index.m3u8?IAS
CCTV9, http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000300/index.m3u8?IAS
CCTV9, http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000373/index.m3u8?IAS
CCTV9, http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000373/index.m3u8?IAS
CCTV9, http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000373/index.m3u8?IAS
CCTV9, http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000300/index.m3u8?IAS
CCTV9, http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000300/index.m3u8?IAS
CCTV9, http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000300/index.m3u8?IAS
CCTV10, http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000301/index.m3u8?IAS
CCTV10, http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000375/index.m3u8?IAS
CCTV10, http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000375/index.m3u8?IAS
CCTV10, http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000375/index.m3u8?IAS
CCTV10, http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000301/index.m3u8?IAS
CCTV10, http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000375/index.m3u8?IAS
CCTV10, http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000301/index.m3u8?IAS
CCTV10, http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000301/index.m3u8?IAS
CCTV11, http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000497/index.m3u8?IAS
CCTV11, http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000302/index.m3u8?IAS
CCTV11, http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000302/index.m3u8?IAS
CCTV11, http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000497/index.m3u8?IAS
CCTV11, http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000497/index.m3u8?IAS
CCTV11, http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000497/index.m3u8?IAS
CCTV11, http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000302/index.m3u8?IAS
CCTV11, http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000302/index.m3u8?IAS
CCTV12, http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000303/index.m3u8?IAS
CCTV12, http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000377/index.m3u8?IAS
CCTV12, http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000303/index.m3u8?IAS
CCTV12, http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000377/index.m3u8?IAS
CCTV12, http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000303/index.m3u8?IAS
CCTV12, http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000303/index.m3u8?IAS
CCTV12, http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000377/index.m3u8?IAS
CCTV12, http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000377/index.m3u8?IAS
CCTV13, http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000516/index.m3u8?IAS
CCTV13, http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000516/index.m3u8?IAS
CCTV13, http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000338/index.m3u8?IAS
CCTV13, http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000338/index.m3u8?IAS
CCTV13, http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000516/index.m3u8?IAS
CCTV13, http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000338/index.m3u8?IAS
CCTV13, http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000516/index.m3u8?IAS
CCTV13, http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000338/index.m3u8?IAS
CCTV14, http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000378/index.m3u8?IAS
CCTV14, http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000378/index.m3u8?IAS
CCTV14, http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000336/index.m3u8?IAS
CCTV14, http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000378/index.m3u8?IAS
CCTV14, http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000336/index.m3u8?IAS
CCTV14, http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000378/index.m3u8?IAS
CCTV14, http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000336/index.m3u8?IAS
CCTV14, http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000336/index.m3u8?IAS
CCTV15, http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000337/index.m3u8?IAS
CCTV15, http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000501/index.m3u8?IAS
CCTV15, http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000501/index.m3u8?IAS
CCTV15, http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000501/index.m3u8?IAS
CCTV15, http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000501/index.m3u8?IAS
CCTV15, http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000337/index.m3u8?IAS
CCTV15, http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000337/index.m3u8?IAS
CCTV15, http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000337/index.m3u8?IAS
CCTV17, http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000495/index.m3u8?IAS
CCTV17, http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000495/index.m3u8?IAS
CCTV17, http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000494/index.m3u8?IAS
CCTV17, http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000494/index.m3u8?IAS
CCTV17, http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000495/index.m3u8?IAS
CCTV17, http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000494/index.m3u8?IAS
CCTV17, http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000495/index.m3u8?IAS
CCTV17, http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000494/index.m3u8?IAS

各省卫视,#genre#
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://221.2.36.34:8888/newlive/live/hls/24/live.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8?
江苏卫视,http://221.2.36.34:8888/newlive/live/hls/22/live.m3u8
广东卫视,http://221.2.36.34:8888/newlive/live/hls/21/live.m3u8
广西卫视,http://222.71.90.218:8888/newlive/live/hls/40/live.m3u8
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8?
安徽卫视,https://www.whalenas.com/bestv/index.php?id=ahwshd8m/8000000
安徽卫视,http://221.2.36.34:8888/newlive/live/hls/25/live.m3u8
北京卫视,http://221.2.36.34:8888/newlive/live/hls/19/live.m3u8
北京卫视,http://222.71.90.218:8888/newlive/live/hls/18/live.m3u8
天津卫视,http://221.2.36.34:8888/newlive/live/hls/42/live.m3u8
天津卫视,http://222.71.90.218:8888/newlive/live/hls/32/live.m3u8
东方卫视,http://221.2.36.34:8888/newlive/live/hls/20/live.m3u8
东方卫视,http://222.71.90.218:8888/newlive/live/hls/19/live.m3u8
山东卫视,http://221.2.36.34:8888/newlive/live/hls/30/live.m3u8
山东卫视,http://222.71.90.218:8888/newlive/live/hls/26/live.m3u8
湖北卫视,http://221.2.36.34:8888/newlive/live/hls/34/live.m3u8
湖南卫视,https://node1.olelive.com:6443/live/HNHD/hls.m3u8
湖南卫视,http://222.71.90.218:8888/newlive/live/hls/22/live.m3u8
湖北卫视,http://222.71.90.218:8888/newlive/live/hls/27/live.m3u8
四川卫视,http://39.184.224.99:9080/newlive/live/hls/33/live.m3u8
四川卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000002000016825/1.m3u8?channel-id=ystenlive&Contentid=1000000002000016825&livemode=1&stbId=0
重庆卫视,https://sjlivecdn9.cbg.cn/204912315959/app_2/_definst_/ls_2.stream/chunklist.m3u8
重庆卫视,http://221.2.36.34:8888/newlive/live/hls/31/live.m3u8
重庆卫视,http://222.71.90.218:8888/newlive/live/hls/34/live.m3u8
江西卫视,http://221.2.36.34:8888/newlive/live/hls/48/live.m3u8
青海卫视,http://221.2.36.34:8888/newlive/live/hls/39/live.m3u8
吉林卫视,http://stream4.jlntv.cn:80/jlwshd/playlist.m3u8
辽宁卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225735/1653146603-1-1648950958.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225696/index.m3u8
辽宁卫视 http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226201/index.m3u8?blog.ntnas.top

凤凰,#genre#
凤凰香港,http://xiaozeng.hk3.345888.xyz.cdn.cloudflare.net/fhtv.php?id=fhhk
凤凰中文,http://xiaozeng.hk3.345888.xyz.cdn.cloudflare.net/fhtv.php?id=fhzw
凤凰资讯,http://xiaozeng.hk3.345888.xyz.cdn.cloudflare.net/fhtv.php?id=fhzx
凤凰香港,http://lcx-olt.8866.org:8181/tsfile/live/1071_1.m3u8
凤凰香港,http://113.117.74.10:8081/hls/38/index.m3u8
凤凰中文,http://113.117.74.10:8081/hls/37/index.m3u8
凤凰资讯,http://61.221.81.93:8078/hls/20/80/phoenixif.m3u8
凤凰资讯,http://113.117.74.10:8081/hls/36/index.m3u8
翡翠台,http://113.117.74.15:8081/hls/67/index.m3u8
凤凰中文,http://162.19.247.76:22222/live/fenghuangweishi/index.m3u8
凤凰中文,http://162.19.247.76:22222/live/fenghuangweishi/index.m3u8
凤凰资讯,http://162.19.247.76:22222/live/fenghuangzhixun/index.m3u8
台前新闻,http://tvpull.dxhmt.cn:9081/tv/10927-1.m3u8
凤凰中文,http://www.372583307.top:4022/udp/233.50.200.191:5140
凤凰资讯,http://www.372583307.top:4022/udp/233.50.200.192:5140
